,algoritmo,h,season,identificador.do.pixel,tempo.de.execu√.√.o..segundos.,slope,acerto_ausencia,erro_detec,erro_n_detec,acerto_pastagem_soja,acerto_soja_sojamilho,acerto_soja_seringa,acerto_floresta_pastagem,"dat_mean[, 6]"
135,bfast_luis_wavelet_java.r,0.145487882653061,dummy,floresta_TAN_Pixel_3x3_17922_5,0.150118827819824,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
136,bfast_luis_wavelet_java.r,0.145487882653061,dummy,floresta_TAN_Pixel_3x3_19578_5,0.148427963256836,-0.000271428683723623,1,0,0,0,0,0,0,2000049
137,bfast_luis_wavelet_java.r,0.145487882653061,dummy,floresta_TAN_Pixel_3x3_19613_5,0.122165679931641,-0.000127043861149406,1,0,0,0,0,0,0,2000049
138,bfast_luis_wavelet_java.r,0.145487882653061,dummy,floresta_TAN_Pixel_3x3_22467_5,0.122126579284668,0.000672177309311021,1,0,0,0,0,0,0,2000049
139,bfast_luis_wavelet_java.r,0.145487882653061,dummy,floresta_TAN_Pixel_3x3_2271_5,0.120549201965332,-8.27124977184172e-05,1,0,0,0,0,0,0,2000049
140,bfast_luis_wavelet_java.r,0.145487882653061,dummy,floresta_TAN_Pixel_3x3_23302_5,0.12277364730835,-0.000311883714758002,1,0,0,0,0,0,0,2000049
141,bfast_luis_wavelet_java.r,0.145487882653061,none,soja_milho_TAN_Pixel_3x3_9173_5,0.557011842727661,-0.000567441509125765,0,1,2,0,0,0,0,2006241
142,bfast_luis_wavelet_java.r,0.145487882653061,none,floresta_TAN_Pixel_3x3_10902_5,0.939924716949463,0.00118151422212747,1,0,0,0,0,0,0,2000049
143,bfast_luis_wavelet_java.r,0.145487882653061,none,floresta_TAN_Pixel_3x3_14204_5,0.163297414779663,-0.000376232325403982,1,0,0,0,0,0,0,2000049
144,bfast_luis_wavelet_java.r,0.145487882653061,none,floresta_TAN_Pixel_3x3_1686_5,0.15498948097229,-0.00064449294944896,1,0,0,0,0,0,0,2000049
145,bfast_luis_wavelet_java.r,0.145487882653061,none,floresta_TAN_Pixel_3x3_17922_5,0.119425058364868,8.45855844569185e-05,1,0,0,0,0,0,0,2000049
146,bfast_luis_wavelet_java.r,0.145487882653061,none,floresta_TAN_Pixel_3x3_19578_5,0.119701862335205,-0.000271428683723623,1,0,0,0,0,0,0,2000049
147,bfast_luis_wavelet_java.r,0.145487882653061,none,floresta_TAN_Pixel_3x3_19613_5,0.127106666564941,-0.000127043861149406,1,0,0,0,0,0,0,2000049
